#	Name:   Map from Atari 8-bit series (video) graphics character set to Unicode
#	Date:   2018 August 16
#	Author: Rebecca Bettencourt <support@kreativekorp.com>

0x00	0x0020	# SPACE
0xC6	<RV>+0x2571	# BOX DRAWINGS LIGHT DIAGONAL UPPER RIGHT TO LOWER LEFT, reverse video
0xC7	<RV>+0x2572	# BOX DRAWINGS LIGHT DIAGONAL UPPER LEFT TO LOWER RIGHT, reverse video
0xC8	0x25E4	# BLACK UPPER LEFT TRIANGLE
0xC9	0x259B	# QUADRANT UPPER LEFT AND UPPER RIGHT AND LOWER LEFT
0xCA	0x25E5	# BLACK UPPER RIGHT TRIANGLE
0xCB	0x2599	# QUADRANT UPPER LEFT AND LOWER LEFT AND LOWER RIGHT
0xCC	0x259F	# QUADRANT UPPER RIGHT AND LOWER LEFT AND LOWER RIGHT
0xCD	<RV>+0x23BA	# HORIZONTAL SCAN LINE-1, reverse video
0xCE	<RV>+0x23BD	# HORIZONTAL SCAN LINE-9, reverse video
0xCF	0x259C	# QUADRANT UPPER LEFT AND UPPER RIGHT AND LOWER RIGHT
0xD0	<RV>+0x2663	# BLACK CLUB SUIT, reverse video
0xD1	<RV>+0x250C	# BOX DRAWINGS LIGHT DOWN AND RIGHT, reverse video
0xD2	<RV>+0x2500	# BOX DRAWINGS LIGHT HORIZONTAL, reverse video
0xD3	<RV>+0x253C	# BOX DRAWINGS LIGHT VERTICAL AND HORIZONTAL, reverse video
0xD4	0x25D8	# INVERSE BULLET
0xD5	0x2580	# UPPER HALF BLOCK
0xD6	<RV>+0x23B8	# LEFT VERTICAL BOX LINE, reverse video
0xD7	<RV>+0x252C	# BOX DRAWINGS LIGHT DOWN AND HORIZONTAL, reverse video
0xD8	<RV>+0x2534	# BOX DRAWINGS LIGHT UP AND HORIZONTAL, reverse video
0xD9	0x2590	# RIGHT HALF BLOCK
0xDA	<RV>+0x2514	# BOX DRAWINGS LIGHT UP AND RIGHT, reverse video
0xDB	<RV>+0x241B	# SYMBOL FOR ESCAPE, reverse video
0xDC	<RV>+0x2191	# UPWARDS ARROW, reverse video
0xDD	<RV>+0x2193	# DOWNWARDS ARROW, reverse video
0xDE	<RV>+0x2190	# LEFTWARDS ARROW, reverse video
0xDF	<RV>+0x2192	# RIGHTWARDS ARROW, reverse video
0xE0	<RV>+0x2666	# BLACK DIAMOND SUIT, reverse video
0xE1	<RV>+0x0061	# LATIN SMALL LETTER A, reverse video
0xE2	<RV>+0x0062	# LATIN SMALL LETTER B, reverse video
0xE3	<RV>+0x0063	# LATIN SMALL LETTER C, reverse video
0xE4	<RV>+0x0064	# LATIN SMALL LETTER D, reverse video
0xE5	<RV>+0x0065	# LATIN SMALL LETTER E, reverse video
0xE6	<RV>+0x0066	# LATIN SMALL LETTER F, reverse video
0xE7	<RV>+0x0067	# LATIN SMALL LETTER G, reverse video
0xE8	<RV>+0x0068	# LATIN SMALL LETTER H, reverse video
0xE9	<RV>+0x0069	# LATIN SMALL LETTER I, reverse video
0xEA	<RV>+0x006A	# LATIN SMALL LETTER J, reverse video
0xEB	<RV>+0x006B	# LATIN SMALL LETTER K, reverse video
0xEC	<RV>+0x006C	# LATIN SMALL LETTER L, reverse video
0xED	<RV>+0x006D	# LATIN SMALL LETTER M, reverse video
0xEE	<RV>+0x006E	# LATIN SMALL LETTER N, reverse video
0xEF	<RV>+0x006F	# LATIN SMALL LETTER O, reverse video
0xF0	<RV>+0x0070	# LATIN SMALL LETTER P, reverse video
0xF1	<RV>+0x0071	# LATIN SMALL LETTER Q, reverse video
0xF2	<RV>+0x0072	# LATIN SMALL LETTER R, reverse video
0xF3	<RV>+0x0073	# LATIN SMALL LETTER S, reverse video
0xF4	<RV>+0x0074	# LATIN SMALL LETTER T, reverse video
0xF5	<RV>+0x0075	# LATIN SMALL LETTER U, reverse video
0xF6	<RV>+0x0076	# LATIN SMALL LETTER V, reverse video
0xF7	<RV>+0x0077	# LATIN SMALL LETTER W, reverse video
0xF8	<RV>+0x0078	# LATIN SMALL LETTER X, reverse video
0xF9	<RV>+0x0079	# LATIN SMALL LETTER Y, reverse video
0xFA	<RV>+0x007A	# LATIN SMALL LETTER Z, reverse video
0xFB	<RV>+0x2660	# BLACK SPADE SUIT, reverse video
0xFC	<RV>+0x007C	# VERTICAL LINE, reverse video
0xFD	<RV>+0x1F8B0	# ARROW POINTING UPWARDS THEN NORTH WEST, reverse video
0xFE	<RV>+0x25C0	# BLACK LEFT-POINTING TRIANGLE, reverse video
0xFF	<RV>+0x25B6	# BLACK RIGHT-POINTING TRIANGLE, reverse video
