#	Name:   Map from Amstrad CP/M Plus character set to Unicode
#	Date:   2018 May 5
#	Author: Rebecca Bettencourt <support@kreativekorp.com>

0x00	0x221E	# INFINITY
0x30	0x0030+0xFE00	# DIGIT ZERO, slashed
0x31	0x0031	# DIGIT ONE
0x32	0x0032	# DIGIT TWO
0x33	0x0033	# DIGIT THREE
0x34	0x0034	# DIGIT FOUR
0x35	0x0035	# DIGIT FIVE
0x36	0x0036	# DIGIT SIX
0x37	0x0037	# DIGIT SEVEN
0x38	0x0038	# DIGIT EIGHT
0x39	0x0039	# DIGIT NINE
0x3A	0x003A	# COLON
0x3B	0x003B	# SEMICOLON
0x3C	0x003C	# LESS-THAN SIGN
0x3D	0x003D	# EQUALS SIGN
0x3E	0x003E	# GREATER-THAN SIGN
0x3F	0x003F	# QUESTION MARK
0x40	0x0040	# COMMERCIAL AT
0x41	0x0041	# LATIN CAPITAL LETTER A
0x42	0x0042	# LATIN CAPITAL LETTER B
0x43	0x0043	# LATIN CAPITAL LETTER C
0x44	0x0044	# LATIN CAPITAL LETTER D
0x45	0x0045	# LATIN CAPITAL LETTER E
0x46	0x0046	# LATIN CAPITAL LETTER F
0x47	0x0047	# LATIN CAPITAL LETTER G
0x48	0x0048	# LATIN CAPITAL LETTER H
0x49	0x0049	# LATIN CAPITAL LETTER I
0x4A	0x004A	# LATIN CAPITAL LETTER J
0x4B	0x004B	# LATIN CAPITAL LETTER K
0x4C	0x004C	# LATIN CAPITAL LETTER L
0x4D	0x004D	# LATIN CAPITAL LETTER M
0x4E	0x004E	# LATIN CAPITAL LETTER N
0x4F	0x004F	# LATIN CAPITAL LETTER O
0x50	0x0050	# LATIN CAPITAL LETTER P
0x51	0x0051	# LATIN CAPITAL LETTER Q
0x52	0x0052	# LATIN CAPITAL LETTER R
0x53	0x0053	# LATIN CAPITAL LETTER S
0x54	0x0054	# LATIN CAPITAL LETTER T
0x55	0x0055	# LATIN CAPITAL LETTER U
0x56	0x0056	# LATIN CAPITAL LETTER V
0x57	0x0057	# LATIN CAPITAL LETTER W
0x58	0x0058	# LATIN CAPITAL LETTER X
0x59	0x0059	# LATIN CAPITAL LETTER Y
0x5A	0x005A	# LATIN CAPITAL LETTER Z
0x5B	0x005B	# LEFT SQUARE BRACKET
0x5C	0x005C	# REVERSE SOLIDUS
0x5D	0x005D	# RIGHT SQUARE BRACKET
0x5E	0x2191	# UPWARDS ARROW
0x5F	0x005F	# LOW LINE
0x60	0x0060	# GRAVE ACCENT
0x61	0x0061	# LATIN SMALL LETTER A
0x62	0x0062	# LATIN SMALL LETTER B
0x63	0x0063	# LATIN SMALL LETTER C
0x64	0x0064	# LATIN SMALL LETTER D
0x65	0x0065	# LATIN SMALL LETTER E
0x66	0x0066	# LATIN SMALL LETTER F
0x67	0x0067	# LATIN SMALL LETTER G
0x68	0x0068	# LATIN SMALL LETTER H
0x69	0x0069	# LATIN SMALL LETTER I
0x6A	0x006A	# LATIN SMALL LETTER J
0x6B	0x006B	# LATIN SMALL LETTER K
0x6C	0x006C	# LATIN SMALL LETTER L
0x6D	0x006D	# LATIN SMALL LETTER M
0x6E	0x006E	# LATIN SMALL LETTER N
0x6F	0x006F	# LATIN SMALL LETTER O
0x70	0x0070	# LATIN SMALL LETTER P
0x71	0x0071	# LATIN SMALL LETTER Q
0x72	0x0072	# LATIN SMALL LETTER R
0x73	0x0073	# LATIN SMALL LETTER S
0x74	0x0074	# LATIN SMALL LETTER T
0x75	0x0075	# LATIN SMALL LETTER U
0x76	0x0076	# LATIN SMALL LETTER V
0x77	0x0077	# LATIN SMALL LETTER W
0x78	0x0078	# LATIN SMALL LETTER X
0x79	0x0079	# LATIN SMALL LETTER Y
0x7A	0x007A	# LATIN SMALL LETTER Z
0x7B	0x007B	# LEFT CURLY BRACKET
0x7C	0x007C	# VERTICAL LINE
0x7D	0x007D	# RIGHT CURLY BRACKET
0x7E	0x007E	# TILDE
0x7F	0x0030	# DIGIT ZERO, non-slashed
0x80	0x25FE	# BLACK MEDIUM SMALL SQUARE
0x81	0x2567	# BOX DRAWINGS UP SINGLE AND HORIZONTAL DOUBLE
0x82	0x255F	# BOX DRAWINGS VERTICAL DOUBLE AND RIGHT SINGLE
0x83	0x255A	# BOX DRAWINGS DOUBLE UP AND RIGHT
0x84	0x2564	# BOX DRAWINGS DOWN SINGLE AND HORIZONTAL DOUBLE
0x85	0x2551	# BOX DRAWINGS DOUBLE VERTICAL
0x86	0x2554	# BOX DRAWINGS DOUBLE DOWN AND RIGHT
0x87	0x2560	# BOX DRAWINGS DOUBLE VERTICAL AND RIGHT
0x88	0x2562	# BOX DRAWINGS VERTICAL DOUBLE AND LEFT SINGLE
0x89	0x255D	# BOX DRAWINGS DOUBLE UP AND LEFT
0x8A	0x2550	# BOX DRAWINGS DOUBLE HORIZONTAL
0x8B	0x2569	# BOX DRAWINGS DOUBLE UP AND HORIZONTAL
0x8C	0x2557	# BOX DRAWINGS DOUBLE DOWN AND LEFT
0x8D	0x2563	# BOX DRAWINGS DOUBLE VERTICAL AND LEFT
0x8E	0x2566	# BOX DRAWINGS DOUBLE DOWN AND HORIZONTAL
0x8F	0x256C	# BOX DRAWINGS DOUBLE VERTICAL AND HORIZONTAL
0x90	0x00B7	# MIDDLE DOT
0x91	0x2575	# BOX DRAWINGS LIGHT UP
0x92	0x2576	# BOX DRAWINGS LIGHT RIGHT
0x93	0x2514	# BOX DRAWINGS LIGHT UP AND RIGHT
0x94	0x2577	# BOX DRAWINGS LIGHT DOWN
0x95	0x2502	# BOX DRAWINGS LIGHT VERTICAL
0x96	0x250C	# BOX DRAWINGS LIGHT DOWN AND RIGHT
0x97	0x251C	# BOX DRAWINGS LIGHT VERTICAL AND RIGHT
0x98	0x2574	# BOX DRAWINGS LIGHT LEFT
0x99	0x2518	# BOX DRAWINGS LIGHT UP AND LEFT
0x9A	0x2500	# BOX DRAWINGS LIGHT HORIZONTAL
0x9B	0x2534	# BOX DRAWINGS LIGHT UP AND HORIZONTAL
0x9C	0x2510	# BOX DRAWINGS LIGHT DOWN AND LEFT
0x9D	0x2524	# BOX DRAWINGS LIGHT VERTICAL AND LEFT
0x9E	0x252C	# BOX DRAWINGS LIGHT DOWN AND HORIZONTAL
0x9F	0x253C	# BOX DRAWINGS LIGHT VERTICAL AND HORIZONTAL
0xA0	0x00AA	# FEMININE ORDINAL INDICATOR
0xA1	0x00BA	# MASCULINE ORDINAL INDICATOR
0xA2	0x00B0	# DEGREE SIGN
0xA3	0x00A3	# POUND SIGN
0xA4	0x00A9	# COPYRIGHT SIGN
0xA5	0x00B6	# PILCROW SIGN
0xA6	0x00A7	# SECTION SIGN
0xA7	0x2020	# DAGGER
0xA8	0x00BC	# VULGAR FRACTION ONE QUARTER
0xA9	0x00BD	# VULGAR FRACTION ONE HALF
0xAA	0x00BE	# VULGAR FRACTION THREE QUARTERS
0xAB	0x00AB	# LEFT-POINTING DOUBLE ANGLE QUOTATION MARK
0xAC	0x00BB	# RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK
0xAD	0x20A7	# PESETA SIGN
0xAE	0x00BF	# INVERTED QUESTION MARK
0xAF	0x00A1	# INVERTED EXCLAMATION MARK
0xB0	0x0192	# LATIN SMALL LETTER F WITH HOOK
0xB1	0x00A2	# CENT SIGN
0xB2	0x00A8	# DIAERESIS
0xB3	0x00B4	# ACUTE ACCENT
0xB4	0x02C6	# MODIFIER LETTER CIRCUMFLEX ACCENT
0xB5	0x2030	# PER MILLE SIGN
0xB6	0x215B	# VULGAR FRACTION ONE EIGHTH
0xB7	0x215C	# VULGAR FRACTION THREE EIGHTHS
0xB8	0x215D	# VULGAR FRACTION FIVE EIGHTHS
0xB9	0x215E	# VULGAR FRACTION SEVEN EIGHTHS
0xBA	0x00DF	# LATIN SMALL LETTER SHARP S
0xBB	0x25CB	# WHITE CIRCLE
0xBC	0x2022	# BULLET
0xBD	0x00A5	# YEN SIGN
0xBE	0x00AE	# REGISTERED SIGN
0xBF	0x2122	# TRADE MARK SIGN
0xC0	0x00C1	# LATIN CAPITAL LETTER A WITH ACUTE
0xC1	0x00C9	# LATIN CAPITAL LETTER E WITH ACUTE
0xC2	0x00CD	# LATIN CAPITAL LETTER I WITH ACUTE
0xC3	0x00D3	# LATIN CAPITAL LETTER O WITH ACUTE
0xC4	0x00DA	# LATIN CAPITAL LETTER U WITH ACUTE
0xC5	0x00C2	# LATIN CAPITAL LETTER A WITH CIRCUMFLEX
0xC6	0x00CA	# LATIN CAPITAL LETTER E WITH CIRCUMFLEX
0xC7	0x00CE	# LATIN CAPITAL LETTER I WITH CIRCUMFLEX
0xC8	0x00D4	# LATIN CAPITAL LETTER O WITH CIRCUMFLEX
0xC9	0x00DB	# LATIN CAPITAL LETTER U WITH CIRCUMFLEX
0xCA	0x00C0	# LATIN CAPITAL LETTER A WITH GRAVE
0xCB	0x00C8	# LATIN CAPITAL LETTER E WITH GRAVE
0xCC	0x00CC	# LATIN CAPITAL LETTER I WITH GRAVE
0xCD	0x00D2	# LATIN CAPITAL LETTER O WITH GRAVE
0xCE	0x00D9	# LATIN CAPITAL LETTER U WITH GRAVE
0xCF	0x0178	# LATIN CAPITAL LETTER Y WITH DIAERESIS
0xD0	0x00C4	# LATIN CAPITAL LETTER A WITH DIAERESIS
0xD1	0x00CB	# LATIN CAPITAL LETTER E WITH DIAERESIS
0xD2	0x00CF	# LATIN CAPITAL LETTER I WITH DIAERESIS
0xD3	0x00D6	# LATIN CAPITAL LETTER O WITH DIAERESIS
0xD4	0x00DC	# LATIN CAPITAL LETTER U WITH DIAERESIS
0xD5	0x00C7	# LATIN CAPITAL LETTER C WITH CEDILLA
0xD6	0x00C6	# LATIN CAPITAL LETTER AE
0xD7	0x00C5	# LATIN CAPITAL LETTER A WITH RING ABOVE
0xD8	0x00D8	# LATIN CAPITAL LETTER O WITH STROKE
0xD9	0x00D1	# LATIN CAPITAL LETTER N WITH TILDE
0xDA	0x00C3	# LATIN CAPITAL LETTER A WITH TILDE
0xDB	0x00D5	# LATIN CAPITAL LETTER O WITH TILDE
0xDC	0x2265	# GREATER-THAN OR EQUAL TO
0xDD	0x2264	# LESS-THAN OR EQUAL TO
0xDE	0x2260	# NOT EQUAL TO
0xDF	0x2243	# ASYMPTOTICALLY EQUAL TO
0xE0	0x00E1	# LATIN SMALL LETTER A WITH ACUTE
0xE1	0x00E9	# LATIN SMALL LETTER E WITH ACUTE
0xE2	0x00ED	# LATIN SMALL LETTER I WITH ACUTE
0xE3	0x00F3	# LATIN SMALL LETTER O WITH ACUTE
0xE4	0x00FA	# LATIN SMALL LETTER U WITH ACUTE
0xE5	0x00E2	# LATIN SMALL LETTER A WITH CIRCUMFLEX
0xE6	0x00EA	# LATIN SMALL LETTER E WITH CIRCUMFLEX
0xE7	0x00EE	# LATIN SMALL LETTER I WITH CIRCUMFLEX
0xE8	0x00F4	# LATIN SMALL LETTER O WITH CIRCUMFLEX
0xE9	0x00FB	# LATIN SMALL LETTER U WITH CIRCUMFLEX
0xEA	0x00E0	# LATIN SMALL LETTER A WITH GRAVE
0xEB	0x00E8	# LATIN SMALL LETTER E WITH GRAVE
0xEC	0x00EC	# LATIN SMALL LETTER I WITH GRAVE
0xED	0x00F2	# LATIN SMALL LETTER O WITH GRAVE
0xEE	0x00F9	# LATIN SMALL LETTER U WITH GRAVE
0xEF	0x00FF	# LATIN SMALL LETTER Y WITH DIAERESIS
0xF0	0x00E4	# LATIN SMALL LETTER A WITH DIAERESIS
0xF1	0x00EB	# LATIN SMALL LETTER E WITH DIAERESIS
0xF2	0x00EF	# LATIN SMALL LETTER I WITH DIAERESIS
0xF3	0x00F6	# LATIN SMALL LETTER O WITH DIAERESIS
0xF4	0x00FC	# LATIN SMALL LETTER U WITH DIAERESIS
0xF5	0x00E7	# LATIN SMALL LETTER C WITH CEDILLA
0xF6	0x00E6	# LATIN SMALL LETTER AE
0xF7	0x00E5	# LATIN SMALL LETTER A WITH RING ABOVE
0xF8	0x00F8	# LATIN SMALL LETTER O WITH STROKE
0xF9	0x00F1	# LATIN SMALL LETTER N WITH TILDE
0xFA	0x00E3	# LATIN SMALL LETTER A WITH TILDE
0xFB	0x00F5	# LATIN SMALL LETTER O WITH TILDE
0xFC	0x21D2	# RIGHTWARDS DOUBLE ARROW
0xFD	0x21D0	# LEFTWARDS DOUBLE ARROW
0xFE	0x21D4	# LEFT RIGHT DOUBLE ARROW
0xFF	0x2261	# IDENTICAL TO
